file,RA_used,DEC_used,alt_excel,alt_computed,alt_diff,sep_excel,sep_computed,sep_diff,mu_mag_arcsec2,airmass,mu_mag_arcsec2_corrected
C:\Users\AYSAN\Desktop\project\INO\ETC\Data\data 2\Rezaei_Altafi_10_07_2025\background_Moon\high\hot pixels removed\reduced\background_100d_alt28_r_2025_10_07_2x2_exp00.00.20.000_000001_High_4_cycleclean_iter3_dark_and_flat_corrected.fit,14:19:54,67:46:56,28.0,26.09701018063892,-1.902989819361082,100,100.72484062263908,0.7248406226390927,21.345263260127613,2.2732836681548285,20.890606526496647
C:\Users\AYSAN\Desktop\project\INO\ETC\Data\data 2\Rezaei_Altafi_10_07_2025\background_Moon\high\hot pixels removed\reduced\background_100d_alt28_r_2025_10_07_2x2_exp00.00.20.000_000001_High_5_cycleclean_iter3_dark_and_flat_corrected.fit,14:19:54,67:46:56,28.0,26.04568118075696,-1.954318819243042,100,100.72484062263908,0.7248406226390927,21.344904959745644,2.277449853808937,20.88941498898386
C:\Users\AYSAN\Desktop\project\INO\ETC\Data\data 2\Rezaei_Altafi_10_07_2025\background_Moon\high\hot pixels removed\reduced\background_100d_alt28_r_2025_10_07_2x2_exp00.00.20.000_000001_High_6_cycleclean_iter3_dark_and_flat_corrected.fit,14:19:54,67:46:56,28.0,26.00024573357251,-1.999754266427491,100,100.7203622848482,0.7203622848481928,21.340934761070038,2.281151973493574,20.884704366371324
C:\Users\AYSAN\Desktop\project\INO\ETC\Data\data 2\Rezaei_Altafi_10_07_2025\background_Moon\high\hot pixels removed\reduced\background_100d_alt28_r_2025_10_07_2x2_exp00.00.20.000_000001_High_7_cycleclean_iter3_dark_and_flat_corrected.fit,14:19:54,67:46:56,28.0,25.846029124833127,-2.1539708751668734,100,100.71140357910326,0.711403579103262,21.087347930808914,2.293818734033903,20.628584184002133
C:\Users\AYSAN\Desktop\project\INO\ETC\Data\data 2\Rezaei_Altafi_10_07_2025\background_Moon\high\hot pixels removed\reduced\background_107d_alt35_r_2025_10_07_2x2_exp00.00.20.000_000001_High_1_cycleclean_iter3_dark_and_flat_corrected.fit,18:07:20,2:28:54,,33.78292246736868,,107,107.25787927953331,0.2578792795333271,21.550008293253832,1.7984061897594543,21.190327055301942
C:\Users\AYSAN\Desktop\project\INO\ETC\Data\data 2\Rezaei_Altafi_10_07_2025\background_Moon\high\hot pixels removed\reduced\background_107d_alt35_r_2025_10_07_2x2_exp00.00.20.000_000001_High_2_cycleclean_iter3_dark_and_flat_corrected.fit,18:07:20,2:28:54,35.0,33.63886913739808,-1.361130862601918,107,107.26474167494636,0.2647416749463644,21.55486842822871,1.8051959898959873,21.19382923024951
C:\Users\AYSAN\Desktop\project\INO\ETC\Data\data 2\Rezaei_Altafi_10_07_2025\background_Moon\high\hot pixels removed\reduced\background_110d_alt24_r_2025_10_07_2x2_exp00.00.20.000_000001_High_1_cycleclean_iter3_dark_and_flat_corrected.fit,14:52:09,55:54:00,24.0,23.555347512497352,-0.4446524875026476,110,110.57732685796412,0.577326857964124,21.245953619470402,2.5022848400169946,20.745496651467004
C:\Users\AYSAN\Desktop\project\INO\ETC\Data\data 2\Rezaei_Altafi_10_07_2025\background_Moon\high\hot pixels removed\reduced\background_110d_alt24_r_2025_10_07_2x2_exp00.00.20.000_000001_High_2_cycleclean_iter3_dark_and_flat_corrected.fit,14:52:09,55:54:00,24.0,23.491758175415207,-0.5082418245847933,110,110.57732685796412,0.577326857964124,21.241354301844932,2.5086728049893914,20.739619740847054
C:\Users\AYSAN\Desktop\project\INO\ETC\Data\data 2\Rezaei_Altafi_10_07_2025\background_Moon\high\hot pixels removed\reduced\background_110d_alt24_r_2025_10_07_2x2_exp00.00.20.000_000001_High_3_cycleclean_iter3_dark_and_flat_corrected.fit,14:52:09,55:54:00,24.0,23.434560081901644,-0.565439918098356,110,110.57398650791932,0.5739865079193152,21.243263911337923,2.5144493067440092,20.74037404998912
C:\Users\AYSAN\Desktop\project\INO\ETC\Data\data 2\Rezaei_Altafi_10_07_2025\background_Moon\high\hot pixels removed\reduced\background_110d_alt24_r_2025_10_07_2x2_exp00.00.20.000_000001_High_4_cycleclean_iter3_dark_and_flat_corrected.fit,14:52:09,55:54:00,24.0,23.38006527917746,-0.6199347208225383,110,110.57398650791932,0.5739865079193152,21.243130281066268,2.519979941720003,20.739134292722266
C:\Users\AYSAN\Desktop\project\INO\ETC\Data\data 2\Rezaei_Altafi_10_07_2025\background_Moon\high\hot pixels removed\reduced\background_114d_alt35_r_2025_10_07_2x2_exp00.00.20.000_000001_High_1_cycleclean_iter3_dark_and_flat_corrected.fit,17:27:12,15:41:18,,33.688320715536136,,114,113.2618425670854,-0.7381574329146048,21.577780365448426,1.8028580857769456,21.217208748293036
C:\Users\AYSAN\Desktop\project\INO\ETC\Data\data 2\Rezaei_Altafi_10_07_2025\background_Moon\high\hot pixels removed\reduced\background_121d_alt25_r_2025_10_07_2x2_exp00.00.20.000_000001_High_1_cycleclean_iter3_dark_and_flat_corrected.fit,15:54:56,34:21:45,25.0,23.870666234076516,-1.1293337659234872,121,121.7301612599556,0.7301612599555938,21.20278176897494,2.4711281884551197,20.708556131283917
