source_id,ra,dec,G,BP,RP,ra,dec,g_ps,r_ps,i_ps
3257450772363043712,58.2985199866435,-0.03181471675486725,20.347677,21.226294,19.039366,58.29851675652997,-0.031816762686061026,22.02910041809082,20.94339942932129,19.628599166870117
3257450845379189632,58.266223572548,-0.04114535335188973,17.460611,18.315416,16.561867,58.26622675050068,-0.04113000846919389,18.67169952392578,17.497900009155273,16.954200744628906
3257450944162273280,58.272735668698246,-0.019750607716759943,21.005623,21.407553,20.053757,58.272722819454195,-0.01975314447901963,,21.35409927368164,20.32379913330078
3257450948458403328,58.273288481388896,-0.03381128612623813,16.781132,17.214293,16.172163,58.27328269463084,-0.033805293076216034,17.305700302124023,16.764400482177734,16.533899307250977
3257451012881106304,58.26091310996991,-0.025262987817951214,18.685823,19.400843,17.943817,58.2609123878127,-0.025260526751677274,19.457199096679688,18.659700393676758,18.31209945678711
3257451085897352704,58.31600298308159,-0.021952001456205475,16.867138,17.70744,15.9739485,58.31600351310318,-0.021953466385632663,18.037099838256836,16.889400482177734,16.372499465942383
3257451154616894080,58.30644456245619,-0.014417272631911606,19.998117,20.638208,19.067526,58.30644232753396,-0.014419475735157644,21.25040054321289,20.03339958190918,19.446699142456055
3257451219040194304,58.339527494344104,-0.0032647971268480866,17.967747,19.389835,16.792194,58.33947784280309,-0.003289875364666381,19.745100021362305,18.477800369262695,17.2677001953125
3257451223336304384,58.338836160676976,-0.005210357011898207,13.297359,13.810029,12.618558,58.33883826133723,-0.005203428300393969,13.968299865722656,13.428000450134277,13.10200023651123
3257451292055856128,58.333003606803814,-0.0011981892883313893,21.62307,20.304968,18.422625,58.33300701548607,-0.0011933224528266311,20.681699752807617,19.36389923095703,18.982999801635742
3257451322118886912,58.33574569106515,0.010165755686736066,18.39108,19.279915,17.512861,58.33573905345,0.010168076612058697,19.538299560546875,18.39940071105957,17.900100708007812
3257451356478504960,58.30099560084771,-0.00802072940336182,20.209454,20.947908,19.616896,58.30099081138246,-0.008010261318071926,20.8705997467041,20.177099227905273,19.904499053955078
3257451425198094848,58.28447485694487,0.0013023141681966924,17.818506,18.2609,17.22203,58.284475171401354,0.0013041045607741,18.306499481201172,17.798099517822266,17.57390022277832
3257451425198611328,58.28182485860023,-0.00849906032156562,21.09356,21.423811,19.78126,58.281815123812905,-0.008472050565104264,,21.505599975585938,20.38990020751953
3257451459557839360,58.29673138926692,0.009218474816679725,19.71482,21.052727,18.457693,58.2967368860358,0.009229619812260859,21.81130027770996,20.47599983215332,18.97760009765625
3257451566933688576,58.30403183013795,0.013801945097353292,16.787893,17.148035,16.259748,58.30402935334898,0.013805127235570444,17.1781005859375,16.77120018005371,16.61720085144043
3257451803155104896,58.2633183054058,-0.006181287166163504,19.032284,20.340082,17.85179,58.263315317179945,-0.006180390176256162,20.85070037841797,19.502399444580078,18.31529998779297
3257451803155219328,58.2640794603939,0.00467175550154363,19.783379,21.035948,18.501148,58.264075042396115,0.004680300822063245,21.787399291992188,20.681900024414062,19.04829978942871
3257452181112347264,58.27752290988178,0.012364512963879132,20.909937,20.464567,20.05722,58.277519648524475,0.012354015199424367,21.762399673461914,21.000900268554688,20.36090087890625
3257452219768718080,58.28163685430353,0.019616167825301928,15.385115,15.872294,14.722735,58.28163834328583,0.01962579854020225,15.981599807739258,15.353699684143066,15.09589958190918
3257452318551314688,58.29834165398891,0.02672889363886059,21.132263,21.338194,19.478172,58.2983401239567,0.026730675691160284,,21.317899703979492,20.413700103759766
3257452318551315712,58.287977101076045,0.027116741109092783,20.091621,21.056156,18.914696,58.287981308117054,0.027129089849779933,22.111400604248047,20.6023006439209,19.385400772094727
3257452318551318784,58.2938655577761,0.02964967065839217,20.313906,20.542768,19.739777,58.29386124267385,0.029653804745690397,20.9325008392334,20.282499313354492,20.076400756835938
3257452357207669760,58.30572039112734,0.03844105044069163,17.302439,18.12239,16.431923,58.30570916069887,0.038462239883492975,18.44569969177246,17.308000564575195,16.822900772094727
3257452387270799616,58.27990313649485,0.03466639198137636,19.188364,19.45714,18.721483,58.279901028129444,0.03466692209993876,19.521900177001953,19.201499938964844,19.060699462890625
3257452421630542080,58.29661441825295,0.041330084987323684,19.742321,20.699303,18.814133,58.29661621586331,0.04133056891229681,20.915000915527344,19.79829978942871,19.223400115966797
3257474755460459904,58.36099401652851,0.01804778274840735,20.331888,20.730425,19.604584,58.36099253373158,0.01804487339386494,21.024099349975586,20.483800888061523,19.962600708007812
3257474755460461696,58.37179336255885,0.019566858418810156,19.33014,20.551392,18.246542,58.3717905605211,0.01956044514698016,21.045900344848633,19.619400024414062,18.67449951171875
3257474824179949184,58.361586999422535,0.029410003346356,19.90182,21.019089,18.763721,58.361580084242874,0.02941308812068313,21.58099937438965,20.310699462890625,19.1924991607666
3257474828476619776,58.355020333679064,0.02289563806113654,14.859122,15.440573,14.125519,58.35500980142009,0.022905846693064908,15.606399536132812,14.85099983215332,14.519100189208984
3257474965915511936,58.3755998825389,0.048034130632653396,18.010439,19.039036,17.026434,58.37559551434784,0.04803162375286448,19.41080093383789,18.146400451660156,17.431299209594727
3257475000275253632,58.3366690294981,0.023889870521626888,19.294655,20.19103,18.42818,58.33665735700162,0.023913460309072238,20.4414005279541,19.32670021057129,18.792800903320312
3257475030338384256,58.344621419703024,0.03514233442476776,18.571533,19.2643,17.763271,58.34462121455002,0.03514140532428122,19.45199966430664,18.539899826049805,18.13990020751953
3257475030338387456,58.352903177498284,0.0401585497884878,19.97982,20.882654,18.889977,58.352896765959684,0.04015775564725774,21.70669937133789,20.372699737548828,19.292499542236328
3257475030338390400,58.35050167612101,0.04369500365287227,19.499365,20.721546,18.363325,58.35049671797596,0.04369420999515904,21.080299377441406,19.87459945678711,18.811899185180664
3257475030339657216,58.35631662331564,0.037350534388580735,20.976818,21.279718,19.915163,58.356312986652384,0.03735401809754041,,21.298599243164062,20.167499542236328
3257475034634989824,58.35694250784028,0.038995536279123146,15.669066,16.658966,14.677178,58.35694103678864,0.03899292926015996,17.0408992767334,15.872200012207031,15.12339973449707
3257475167777353216,58.37049698067559,0.05413397693417666,19.82285,20.33901,19.205357,58.37049530384828,0.05414141722557578,20.33839988708496,19.81329917907715,19.509899139404297
3257475206433946112,58.34526141901159,0.06169416735837831,20.256445,21.062155,19.504938,58.34526000823488,0.06169847934809788,21.09980010986328,20.277099609375,19.834800720214844
3257475240793419136,58.35453404954809,0.06152605862768145,19.050873,19.600048,18.405428,58.354532685610806,0.061537321277075105,19.686399459838867,19.050100326538086,18.74340057373047
3257475820613588352,58.31696847029663,0.0421247784937591,20.582903,22.25803,19.303253,58.31695768849358,0.04212462769668095,21.98900032043457,21.499300003051758,19.87649917602539
